NASDAQ,FTSE
0.002930257,0.021840507
0.019780592,0.021835691
0.039045006,0.021808364
0.002837501,0.021802751
0.01750717,0.021778068
0.056214727,0.021769975
0.030254584,0.02173634
0.036133911,0.021594171
0.004527636,0.021586216
0.02562855,0.021570386
0.023771888,0.021442459
0.019457978,0.021390613
0.019028453,0.021365303
0.005803166,0.021304896
0.037667132,0.021285799
0.007770444,0.021195685
-0.00083336,0.021177642
0.003430883,0.021162359
0.02647217,0.021094357
0.020745298,0.021042457
0.014528294,0.021038593
0.018435734,0.02100494
-0.000360774,0.020990579
0.01332936,0.020919879
0.005054771,0.020916275
0.021447766,0.020883647
-0.001500696,0.020841539
0.010199197,0.020765454
0.012409591,0.020719167
0.007479466,0.020660773
0.00057323,0.020574176
0.030869345,0.020542844
0.020287324,0.020446876
0.040747517,0.020294554
0.029178271,0.020243908
0.022164905,0.020231114
0.027494847,0.020223409
0.034927139,0.0201092
0.008921255,0.020009299
0.005186477,0.019936984
0.019670078,0.019927849
-0.003673373,0.019873553
-0.003238503,0.019860266
0.030171508,0.019789756
0.011004466,0.019785144
0.020308226,0.019769374
0.005502882,0.019758767
0.01311918,0.019749171
0.01445094,0.019733422
0.006753736,0.019733181
0.004198818,0.019717167
0.014227887,0.019704114
0.029183961,0.019686602
0.004433606,0.019658519
0.015800355,0.019631127
-0.001548067,0.019630754
0.013868641,0.019629363
0.018212776,0.019601625
0.014487485,0.019601379
-0.00868339,0.019599057
0.005302172,0.019594768
0.014999864,0.019577391
0.005966209,0.01956531
0.013943815,0.019564293
0.001674648,0.019549848
-0.00683941,0.019522005
0.009362704,0.019512814
0.017102059,0.019454906
-0.025206495,0.019427401
0.023632007,0.019262824
-6.90E-05,0.019217525
0.026694914,0.019212552
-0.014197855,0.019209799
0.005586311,0.019155804
0.005491167,0.019151485
-0.003822986,0.019138055
0.014835798,0.019129835
-0.007930981,0.019129617
0.032322772,0.019076036
0.012161694,0.019020299
0.091063298,0.01897473
0.018877243,0.018910909
0.00434471,0.018902042
-0.004270023,0.01887831
0.02504006,0.018861403
0.004187392,0.018849223
0.026420257,0.018844827
0.011432325,0.018764743
0.051591847,0.018742182
-0.015645958,0.018707206
0.007985137,0.018691017
0.030090403,0.018682023
0.010421552,0.018674836
0.010173917,0.018660228
0.024232841,0.018582537
0.007952508,0.018571337
0.011673748,0.018531052
-0.000575921,0.018527746
0.020380885,0.018512664
0.001787614,0.018465888
0.017335212,0.018459899
0.018674315,0.018455248
-0.002859511,0.018454361
0.035282091,0.018445846
-0.006525685,0.018422254
0.031217609,0.018385438
0.029998117,0.018350916
0.008370367,0.018324749
0.000822845,0.018320098
0.00134971,0.018314268
0.020212231,0.01830773
0.009686443,0.018295436
0.003010539,0.018277529
0.009057791,0.018276957
0.04106379,0.018247953
-0.020155223,0.01821957
0.019528491,0.018189138
-0.016040009,0.018177195
0.006629822,0.018162472
0.007190581,0.018130745
-0.005896967,0.018120596
-0.023243775,0.018093471
0.002686729,0.018090586
0.020951731,0.017985189
0.004095866,0.017969631
0.020901094,0.017961827
0.015950829,0.017953497
0.019125266,0.017950677
0.008204905,0.01794573
0.007349734,0.01792485
0.012416154,0.01789644
0.022527085,0.017890157
0.004288698,0.01786666
0.034371323,0.017865627
0.019510756,0.017826815
0.029677833,0.017821097
0.013191787,0.017816842
-0.009459379,0.017735256
0.01124641,0.017732005
0.004712544,0.017714396
0.005355417,0.017711941
0.01804659,0.017615667
0.0079573,0.017584272
0.009009735,0.017437916
0.036278589,0.017384304
0.004366064,0.017383233
0.007321744,0.017336613
0.052017838,0.017319352
0.074937728,0.017272189
0.008117328,0.017267637
0.053084272,0.017220345
0.007195798,0.017209155
-0.009829507,0.01719312
0.011821414,0.017188572
0.031230017,0.017187318
0.003200003,0.017160735
0.022760702,0.017159432
0.001831742,0.017158239
-0.002365745,0.017157398
-0.02411278,0.0171552
0.001321724,0.01712157
0.009403464,0.017063255
0.017306647,0.017056029
0.006240693,0.017010591
-0.049235122,0.017002839
0.011975779,0.01698124
0.003062471,0.016965344
0.028984794,0.016964027
0.025610181,0.016958454
0.052679095,0.016926056
0.017219955,0.016920573
0.012820688,0.016905362
0.019102093,0.016901353
-0.012848702,0.016900437
0.011107121,0.016869809
0.019937705,0.016829561
0.026384893,0.016827568
0.018182187,0.016807118
0.009266476,0.016805767
0.008210171,0.016759061
0.001220726,0.016751083
-0.005636705,0.016742652
-0.011566394,0.016726673
0.023676776,0.016646744
0.003828107,0.016600022
-0.015869327,0.01656908
0.004363155,0.016565017
0.00539655,0.016541044
0.015845407,0.016514797
0.051249177,0.016499202
0.003462218,0.016498434
0.010352552,0.016491557
-0.004793976,0.016455921
0.010796326,0.016385669
0.005469042,0.016379216
0.006389798,0.016345728
0.016193205,0.016329407
0.001478509,0.016311837
0.008871028,0.01630985
0.018865177,0.016296382
0.012857343,0.016281325
0.019677441,0.016247844
-0.026296795,0.016244512
-0.01480222,0.016230752
0.009016069,0.016205771
0.013729878,0.016162763
0.000479501,0.016137672
0.014406062,0.016132238
0.028722803,0.016126593
0.026753256,0.016124077
0.013312434,0.016085852
0.015701517,0.016080852
0.007365718,0.016072438
-0.01373949,0.016066955
0.013010847,0.016063861
0.018752143,0.016056924
0.008563631,0.016055442
-0.023673854,0.016048156
0.017157996,0.016017643
0.015103959,0.01595143
0.00521204,0.015938422
0.016527544,0.015888841
0.009674533,0.015887601
0.00946908,0.01585001
0.00652129,0.015847074
0.010642393,0.015806318
-0.00377538,0.015768235
0.009572068,0.015713572
0.042125213,0.01569527
0.007767668,0.015692695
0.003253111,0.015662452
0.005081755,0.01564905
-0.00357835,0.015645849
0.007508652,0.01561945
-0.011921786,0.015497931
0.025691843,0.015490628
0.085454149,0.015433871
0.014124141,0.015430898
0.011295662,0.015427235
0.014967065,0.015401442
0.027079844,0.015398908
0.002424663,0.015339572
0.004087907,0.015332102
0.015608878,0.015328547
-0.010384236,0.015323086
0.009389996,0.015309182
0.023865812,0.015301309
-0.000824715,0.015274749
0.02399254,0.01521134
0.011980535,0.015201493
-0.051303183,0.015186791
0.008737627,0.015150938
0.018270469,0.015134517
0.002716563,0.015102372
0.006151086,0.015074775
0.022701654,0.015074409
0.010866114,0.015069604
-1.30E-05,0.015068644
0.007242035,0.015046376
0.009594344,0.015041041
0.004593367,0.015015133
0.001918159,0.015012285
-0.005284891,0.015000107
0.000356824,0.014995595
0.002594304,0.014979767
0.003121304,0.014965248
0.002190102,0.014952653
0.016574338,0.014942146
0.00840455,0.014928144
0.009644883,0.014926442
0.0105837,0.014922413
0.003067508,0.014895333
0.020391078,0.014879871
0.002361276,0.014877025
0.010353973,0.014856687
0.034055688,0.014808633
0.008803924,0.014803905
0.008048607,0.014800815
-0.000569398,0.014798867
0.001306677,0.014797117
0.004385406,0.014791093
0.028982733,0.014787613
0.01041357,0.014779665
0.017398716,0.014768884
0.005528252,0.014766385
0.029765008,0.01476458
0.009137586,0.014740791
0.01070324,0.014726083
0.011541736,0.01471841
0.038164474,0.014717304
0.006921988,0.014698334
0.007301172,0.014651222
-0.057340771,0.014641686
0.025456709,0.014632078
0.000656814,0.014626083
0.006275896,0.014606904
0.024216692,0.014602347
-0.018548349,0.014592025
0.012035033,0.0145904
0.027733995,0.014572626
0.014028552,0.01455904
0.007495,0.014544929
0.007496509,0.014540092
0.004917167,0.01453094
0.009597514,0.014526249
-0.004912841,0.014513993
-0.015946567,0.014506585
0.022309096,0.014504812
0.025218046,0.014471452
0.005114033,0.014459906
-0.008650667,0.014443172
-0.007453727,0.014389152
0.003170591,0.014362047
0.004551928,0.014358436
-0.003096663,0.014353059
0.001806604,0.014352198
0.013174384,0.014310465
0.002241306,0.014307692
0.006504989,0.01429337
0.009261367,0.014289987
0.011395578,0.014282685
0.021667527,0.014282594
-0.002277119,0.014271308
0.023317211,0.014260682
0.01777277,0.014224772
0.012194882,0.014222462
-0.005307133,0.014215554
-0.014755079,0.014210871
0.007829142,0.014208487
-0.00820236,0.014195383
0.011064137,0.014192361
0.010094921,0.014164513
-0.002933001,0.014162723
0.013940341,0.014146933
0.05076215,0.014130279
0.029584458,0.014117711
0.006270969,0.014078731
0.019851962,0.014061502
0.008378266,0.01405127
0.0309031,0.014023859
-0.008979532,0.014023578
0.012556782,0.014021516
0.036332902,0.014020063
0.00742143,0.014019134
0.014556162,0.013955123
-0.000875308,0.013937989
0.00508907,0.013914665
-0.003784389,0.013906866
0.014239607,0.013905059
0.039278728,0.01387531
0.013660688,0.013871428
0.019176075,0.013850312
0.007850874,0.013844918
0.002080625,0.013842021
0.001775276,0.013830796
0.002731052,0.013805338
0.005021973,0.013804921
0.005531318,0.013797681
0.007247791,0.013788975
-0.013843984,0.013750066
-0.018894987,0.013743612
-0.01402918,0.013740839
0.002688511,0.013720302
-0.001592204,0.013717183
-0.004187026,0.01371569
-0.001136374,0.013700536
-0.014116044,0.013700383
0.021371471,0.013673323
0.006600149,0.013672191
-0.003201928,0.013669863
-0.006590771,0.013658886
0.011796949,0.013649936
0.002835008,0.013648963
0.012750628,0.013641226
0.003290559,0.013636472
0.006182383,0.013630401
0.015637351,0.013623
0.002191214,0.013617327
0.014283361,0.013603081
0.007392246,0.013586234
0.0096742,0.013570014
0.008107634,0.01356557
-0.000866807,0.013561172
-0.032095968,0.01355301
0.017269974,0.013533491
0.01357483,0.013530442
0.013143789,0.013523873
0.01299333,0.013519492
0.028299587,0.013514059
0.004781334,0.013498518
-0.026963507,0.013496933
0.019122985,0.013489669
0.009822969,0.013473385
0.012923023,0.013457675
0.018435917,0.013446682
-0.002205858,0.013429298
0.008587839,0.013418911
0.005116555,0.013401099
0.019859269,0.013398927
0.006644543,0.013392806
0.001214078,0.013385526
0.012875651,0.013362678
0.004045859,0.013345775
0.011508423,0.013332876
0.019384728,0.013313706
0.015385813,0.013279666
0.001159692,0.013264324
0.04032542,0.013242647
0.005932027,0.013222096
0.019460247,0.01321319
-0.020654155,0.013201632
0.007929127,0.013198355
0.004352197,0.013175607
0.009966057,0.013169432
0.024671893,0.013159819
0.069418117,0.013158303
0.008340698,0.013154623
0.022565862,0.013150661
0.005479769,0.01313753
0.012173447,0.013118595
0.007463932,0.013113113
-0.001611155,0.013104098
-0.000631737,0.013099448
0.018816337,0.013085157
-0.005485874,0.013064486
-0.002690893,0.013050195
0.014740473,0.013049525
-0.008152576,0.013039701
0.000566572,0.013014825
0.007357273,0.012993008
0.002084782,0.012987196
0.007225838,0.012979596
0.032929905,0.012971498
0.006639249,0.012966871
-0.00609589,0.012957205
0.000834559,0.012929329
0.000184405,0.012919088
0.004551209,0.012917864
0.00544076,0.012902963
0.009315074,0.012892505
0.002957124,0.01288521
0.001338407,0.012883295
0.001862739,0.012876074
0.001144969,0.012871926
0.014845978,0.012865611
0.003040586,0.012862323
0.021275209,0.012862174
0.003035042,0.012857461
0.019201137,0.012842384
0.011212451,0.012840157
0.002023075,0.012839156
0.00312606,0.012830266
0.004480636,0.012829754
0.006349228,0.012826877
0.007363977,0.012800386
0.004934262,0.012797039
0.006002237,0.012792651
0.004409456,0.012761144
0.014048473,0.012744118
0.010022586,0.012740943
0.002787934,0.012740766
0.017616953,0.012727855
0.006047535,0.012725775
0.002205559,0.012714065
0.00749418,0.012706415
0.001344538,0.012684525
0.007107931,0.012683202
0.001804429,0.012671071
-0.004945083,0.012664846
0.025772797,0.012661131
0.016017341,0.012657541
-0.005500736,0.012641046
0.004183191,0.012633239
-0.014897387,0.012631878
0.006510721,0.012623456
0.004099567,0.012605063
0.075790587,0.012591829
0.001376084,0.012590145
0.000673992,0.012584108
0.01020016,0.012563463
0.003236642,0.012556743
0.0075656,0.012555669
0.005270639,0.012546614
0.006587809,0.012546567
0.001585325,0.01254312
-0.004634059,0.012536845
0.009106728,0.012515463
0.005216023,0.012505868
0.00270402,0.012465262
-0.002032746,0.012453637
0.007535369,0.01242993
-0.000833668,0.012420694
0.00317195,0.012419609
0.005176888,0.012414086
0.008297617,0.012409463
0.018657425,0.012409269
0.011949877,0.012409018
0.015413436,0.012407007
0.000457143,0.012390479
0.005497544,0.012379972
0.01014569,0.012379347
0.020707094,0.012370177
0.002817759,0.012351579
0.014972367,0.012350027
0.033837226,0.012346446
-0.007005447,0.012343218
0.002289136,0.01233587
0.011871846,0.012332746
0.010447616,0.012329875
-0.001899509,0.012310776
0.007807391,0.012301948
-0.002024515,0.012301673
-0.005037221,0.012300106
-0.006309169,0.012269134
0.00483214,0.012245937
0.00654836,0.012241138
0.010284026,0.012228464
0.003513992,0.012227545
0.002902112,0.012220854
0.009139073,0.012199157
0.003569563,0.012189556
0.005216209,0.012189079
0.021959829,0.01218885
-0.00801875,0.012180731
-0.002558637,0.012178935
-0.002598529,0.01217229
0.001551684,0.012147741
0.003807122,0.012145687
-0.002448426,0.012142387
0.011354978,0.012128871
-0.002852722,0.012113559
0.003477508,0.012087207
0.003292571,0.012086327
-0.00361384,0.012085301
0.003472478,0.012085097
0.000766381,0.012069112
0.015689652,0.012061677
0.005695785,0.012010913
0.013582552,0.012010161
0.00212258,0.012006176
0.008136624,0.012002452
0.014049463,0.01199157
-0.003846844,0.011984718
0.008563548,0.011974154
0.001763669,0.011968322
0.008915364,0.011941802
0.001009591,0.011929779
0.002776815,0.011915162
0.013105724,0.011907798
0.005115441,0.011861698
-0.012960193,0.011857413
0.01126178,0.011855894
0.012613645,0.011853208
-0.00034825,0.011841982
0.009467858,0.011829545
0,0.011823264
0.00970657,0.011822195
0.01814974,0.011821907
0.012079062,0.011810064
0.003283266,0.011809107
0.001997895,0.011804139
-0.029162199,0.011797671
0.020886835,0.011786552
-0.000813008,0.011786026
-0.005325634,0.011777846
-0.004827574,0.011761692
0.015416665,0.011751017
0.022664784,0.011743564
-0.004149784,0.011730754
0.000406587,0.011729154
0.011760838,0.011724349
-0.000324373,0.011716184
0.005034236,0.011705207
0.007226268,0.011703321
0.023408676,0.011692422
-0.008736615,0.011688445
0.01817617,0.01168462
0.010404078,0.011684295
-0.005908437,0.011682607
0.00470983,0.011679571
0.004309813,0.011673082
-0.008293222,0.011661173
0.001565146,0.011633115
-0.00278587,0.011627103
0.003756377,0.011623575
0.000907042,0.011619178
-0.000377902,0.011617095
0.009062945,0.011610625
0.013676529,0.01159799
0.012964633,0.011593098
0.018006988,0.011591879
-0.010804473,0.011579813
0.00796746,0.011573901
0.005886133,0.011566574
0.009581016,0.011561046
0.019094302,0.011547869
-0.006913343,0.011547334
0.002354007,0.011543029
0.008552738,0.011540536
-0.007354847,0.011539489
0.015266997,0.011531573
0.024621818,0.011530207
0.001133145,0.011529892
0.002335739,0.011513795
0.003767496,0.011501016
0.005497277,0.011498649
0.000337644,0.01149531
0.006745742,0.011479019
-0.002368942,0.011467512
-0.001098255,0.011467413
0.01258655,0.011462022
0.011039213,0.01145557
0.003569308,0.011446581
0.07500753,0.011433686
0.001924784,0.011431697
-0.000326458,0.011430713
-0.01084671,0.011425587
0.006090314,0.011419953
-0.009402643,0.011416642
-0.012709334,0.011412366
0.00027793,0.011411513
-0.005414133,0.011409938
-0.005058545,0.011387417
0.007482237,0.011384943
-0.010894819,0.011382878
0.017781667,0.01138013
-0.003607941,0.011374017
0.028946545,0.011359237
0.005246296,0.011353984
0.000228284,0.011347084
0.002229655,0.011335667
0.020042396,0.011331662
0.005916373,0.011325494
-0.002597234,0.011319393
0.006172859,0.011307668
0.003411629,0.01128844
0.011045486,0.011288078
0.028968209,0.01128779
-0.01504466,0.01127353
-0.011358239,0.011265882
0.014474584,0.011258022
0.030013638,0.011252616
0.002668612,0.011233722
0.006497663,0.011231593
0.001980083,0.011231566
0.007094208,0.011230634
0.016470586,0.011227612
-0.00293686,0.011225831
-0.007356816,0.011224034
0.035419311,0.011223386
0.007908964,0.011220715
-0.008775271,0.011219365
0.018253352,0.01121551
0.01032334,0.011201977
-0.00415165,0.011193828
0.023313267,0.011192285
0.035297749,0.011184195
-0.000267272,0.011160764
0.012961276,0.011156931
0.009256197,0.011156214
0.006731108,0.011152453
0.021728297,0.011151824
0.006419809,0.011147548
0.024018744,0.011147059
0.0037794,0.011144266
0.009092359,0.011142546
0.011697224,0.011137543
0.004495944,0.011128238
0.011999463,0.01111684
0.002555904,0.011116417
-0.005908579,0.011100675
0.017271493,0.011097164
0.001558442,0.011090484
0.011825711,0.011085588
0.00291832,0.011082978
0.002561417,0.011078557
0.00758372,0.011069749
0.005115101,0.011059762
-0.012946971,0.011054225
0.006900417,0.01104889
0.003045189,0.011046892
0.003957985,0.011036194
-0.004727305,0.011024258
0.008441095,0.011017498
-0.001643926,0.011013248
0.004050931,0.0110128
0.006423514,0.011006539
0.002166843,0.010996613
0.014627778,0.010972342
0.002521175,0.010971679
0.01138478,0.010967627
0.003165937,0.010964903
-0.004357583,0.010958731
-0.000866626,0.010916173
0.007479969,0.010907057
-0.011030637,0.010895414
0.01013053,0.0108903
0.010700835,0.010839235
0.039063971,0.010830973
0.000904773,0.010826522
-0.014047748,0.010826145
0.000812361,0.010805195
-0.007412451,0.010800506
0.023262048,0.010789486
0.019025284,0.010786915
-0.000226835,0.010776013
0.001379952,0.01077559
0.023228011,0.010764093
0.012144188,0.010759624
-0.000571531,0.010757634
0.001510491,0.010753747
0.004324999,0.010742326
0.013275076,0.010735968
-0.002811703,0.010730498
0.009131992,0.01072774
0.008303555,0.010727082
-0.001888919,0.010726637
0.005390056,0.010726162
-0.009224293,0.010711714
0.002357981,0.010707713
0.004520646,0.010696537
-0.009214477,0.010685533
0.001492816,0.010671309
0.007837229,0.010670051
0.002467851,0.010669062
0.001654651,0.010661389
0.018667306,0.010651058
-0.020701884,0.010638302
-0.001059981,0.010628527
0.012990805,0.010625857
0.011357324,0.010607253
0.006591361,0.010596189
-0.008529355,0.010595793
-0.001476742,0.010595123
0.006994917,0.010593561
0.015219882,0.010593476
-0.009245872,0.010575731
0.033944301,0.010573187
0.007624593,0.010562981
0.00952268,0.010556463
-0.002346116,0.010544681
0.007622435,0.01053798
0.014065882,0.010521135
-0.035397058,0.010507563
-0.006200098,0.010502558
-0.003413361,0.010501896
0.011145963,0.010490404
0.001039501,0.010484882
0.010609326,0.010473821
0.013061358,0.010466698
0.000907761,0.010460346
0.000780539,0.010458043
0.008637551,0.010455686
0.000928936,0.010453429
0.006182782,0.010450429
0.021762183,0.010448049
0.00085197,0.010443851
0.018200922,0.010440688
-0.017024908,0.010430649
0.000272665,0.01042816
0.005300783,0.010425282
0.005141511,0.010410153
0.000654379,0.010408438
0.009116872,0.010380824
0.006223707,0.010379771
0.008426444,0.010369038
0.021231406,0.010361885
0.016994163,0.010352134
0.008961681,0.010351806
0.007126519,0.010348939
0.001982161,0.010346035
0.009954613,0.010342915
0.013135908,0.010337321
0.008032172,0.010326567
0,0.01030937
0.002860603,0.010283557
0.005394976,0.010277827
0.000226835,0.010274654
0.006938226,0.010269117
0.004388804,0.0102556
0.02024097,0.010255461
0.014643548,0.010253407
-0.001111285,0.010235675
-0.006875022,0.010226263
-0.005509656,0.010215678
0.005095648,0.010214593
0.010209282,0.010212467
-0.007485111,0.010205603
0.011890808,0.010200394
0.057598717,0.01019146
0.012795099,0.01018015
0.001170823,0.010176011
0.003536072,0.010174282
0.006789352,0.010166087
0.007355215,0.010155333
0.009899204,0.010154291
0.007049914,0.010153609
-0.00301303,0.010151854
0.001886868,0.010150929
0.002558637,0.010148979
0.006416808,0.010141587
0.021135603,0.010137385
0.015828881,0.010133435
0.00741458,0.010133275
0.006402228,0.010131942
0.031440875,0.010125636
0.001515908,0.010103088
-0.039998402,0.010089219
0.003936271,0.010087404
-0.012900264,0.010076338
0.008958275,0.010070181
-0.00952567,0.01006596
0.010452985,0.010063654
0.010339289,0.010058903
0.004350414,0.010055809
-0.00083114,0.010037339
-0.018905321,0.010037086
0.002604325,0.010029381
-0.001047603,0.010029336
0.011126717,0.010022267
0.027020873,0.01001894
0.008088177,0.010008712
0.006123896,0.009988177
0.030844017,0.009980243
-0.002546475,0.009964256
-0.001304386,0.009959295
-0.010280481,0.009954341
0.004627496,0.009953605
0.009149687,0.009932362
0.020465506,0.009923859
0.002960266,0.009923693
0.013690332,0.009923441
0.010610179,0.009914008
0.00693783,0.009909022
0.00178031,0.009905318
0.007053511,0.009893823
0.002107234,0.009893286
0.003785041,0.009868866
0.020816637,0.009860783
0.005526861,0.009851643
0.017975937,0.00984982
0.009221249,0.009849616
-0.005879294,0.009837086
0.005641041,0.009834679
0.003394103,0.00983316
-0.000984598,0.009832921
0.025951399,0.009831139
0.002250986,0.009821796
0.004331094,0.009820801
0.004996623,0.009797116
0.002786811,0.009782916
0.008365093,0.009774154
0.001573197,0.009771985
-0.002477548,0.00976613
-0.002015251,0.009757767
-0.008781343,0.009751621
0.002188692,0.009747954
-0.00170346,0.00973383
-0.033985647,0.009725256
-0.002666765,0.009723947
0.005560109,0.009719899
-0.001727682,0.00971828
0.000662764,0.009717487
0.007985807,0.009711136
0.006886904,0.009708814
-0.005802179,0.009705571
0.00811181,0.009694645
0.014610498,0.009693198
-0.004622679,0.009692691
-0.004419166,0.009690608
0.017033699,0.009685819
-0.01156056,0.009678763
0.015204791,0.009675375
0.007414711,0.009668883
0.007849774,0.009662537
0.008099383,0.009661273
0.000626174,0.009658497
0.007580363,0.009655987
0.014939338,0.009652729
-0.006342037,0.009649451
0.023447744,0.009646977
0.022163352,0.009642587
0.003329262,0.009640602
0.006291145,0.009634907
0.020666742,0.009632622
0.006465906,0.009620598
0.00197761,0.009614559
0.031848792,0.009608948
0.001012317,0.009590274
-0.032194765,0.009580817
0.021098271,0.00957622
0.000906131,0.009573343
-0.000880669,0.009563412
0.001552968,0.009558571
-0.011118519,0.009556573
-0.006039249,0.009555257
0.015652505,0.009553621
0.006674807,0.009552152
0.004551359,0.009548859
-0.000540258,0.009546758
0.009125165,0.009545527
0.002071587,0.009545093
-0.004200736,0.009542681
0.006917141,0.009542103
0.010351784,0.009539645
0.010651,0.009536832
0.011803996,0.009526281
0.002164391,0.009524677
0.003719781,0.00951482
0.013961773,0.009511346
0.010726578,0.009508788
0.012697646,0.009508011
0.002109891,0.009481954
0.000354508,0.00946525
0.007671689,0.009464128
-0.004270931,0.009462734
-0.002804486,0.009460235
-0.00026925,0.009454071
0.002370632,0.009447106
-0.019691518,0.00943733
0.004987675,0.009435363
0.009339628,0.009432404
0.006262474,0.009428314
0.003244424,0.009427019
0.009451284,0.009423629
0.008027768,0.009414452
0.005968952,0.009410131
-0.008317442,0.009404419
0.012329896,0.00940403
0.016836889,0.009403144
0.01125412,0.009402592
0.000250156,0.009394408
0.004500451,0.009393094
-0.003403033,0.009391749
-0.03863897,0.009391163
0.00413494,0.009390695
-0.000908296,0.009382236
0.002702704,0.009377471
0.005355897,0.009375069
0.001299534,0.00936998
0.011313883,0.00936674
0.014944348,0.009356898
0.000657967,0.009354935
0.004889655,0.00935189
0.002841267,0.009337215
0.005286356,0.009337136
0.00332384,0.009334361
0.0044635,0.009321823
0.000538213,0.009321537
0.00748165,0.00931914
0.001994098,0.009314934
-6.54E-05,0.009313514
0.004090475,0.009307842
0.000199303,0.009304928
-0.000265498,0.009299848
-0.01002981,0.009295817
0.003944778,0.009295741
-0.001445946,0.009295139
0.043265086,0.009282352
-0.0127238,0.009281581
0.008177364,0.009280711
0.012660162,0.009278096
-0.007757302,0.009276552
0.007841537,0.009273536
-0.00303278,0.009268154
0.004021295,0.009258673
